Sale_ID,Date,Market_ID,Product_Category,Orders,Customers,Revenue,Cost,Profit,Discount
S005545,2023-01-01,M026,SaaS,55,42,758888.43,494046.27,264842.16,39668.79
S005546,2023-02-01,M026,SaaS,52,34,600694.91,402519.1,198175.81,50115.86
S005547,2023-03-01,M026,SaaS,53,35,701263.7,478503.42,222760.28,27406.03
S005548,2023-04-01,M026,SaaS,50,33,656315.43,422385.88,233929.55,33064.08
S005549,2023-05-01,M026,SaaS,48,33,590417.74,394178.01,196239.73,49884.15
S005550,2023-06-01,M026,SaaS,55,32,680204.69,468071.92,212132.77,20095.4
S005551,2023-07-01,M026,SaaS,59,34,708186.51,484097.31,224089.2,49233.88
S005552,2023-08-01,M026,SaaS,59,36,714645.79,457715.33,256930.46,24091.61
S005553,2023-09-01,M026,SaaS,55,39,749348.51,481378.88,267969.63,35296.92
S005554,2023-10-01,M026,SaaS,63,43,682398.57,445248.61,237149.96,46606.57
S005555,2023-11-01,M026,SaaS,68,44,796745.33,532797.15,263948.18,64453.64
S005556,2023-12-01,M026,SaaS,66,46,741380.36,500697.16,240683.2,24735.1
S005557,2024-01-01,M026,SaaS,49,29,641177.55,420708.98,220468.57,37807.1
S005558,2024-02-01,M026,SaaS,54,42,692104.72,454438.32,237666.4,54463.0
S005559,2024-03-01,M026,SaaS,66,37,832378.19,581854.2,250523.99,49065.1
S005560,2024-04-01,M026,SaaS,53,29,642358.74,447247.23,195111.51,18175.53
S005561,2024-05-01,M026,SaaS,48,32,622646.02,413700.44,208945.58,50468.94
S005562,2024-06-01,M026,SaaS,50,29,611930.76,415704.06,196226.7,43274.02
S005563,2024-07-01,M026,SaaS,50,37,548732.27,358851.88,189880.39,27285.94
S005564,2024-08-01,M026,SaaS,59,37,715546.32,474520.57,241025.75,49342.04
S005565,2024-09-01,M026,SaaS,61,38,674032.46,433822.47,240209.99,59457.2
S005566,2024-10-01,M026,SaaS,55,42,688157.24,440716.7,247440.54,46340.5
S005567,2024-11-01,M026,SaaS,55,31,685619.11,453967.09,231652.02,48580.15
S005568,2024-12-01,M026,SaaS,54,30,639578.52,420678.67,218899.85,33992.88
S005569,2025-01-01,M026,SaaS,63,49,723802.63,493170.64,230631.99,23374.31
S005570,2025-02-01,M026,SaaS,52,41,588455.18,408666.36,179788.82,31156.79
S005571,2025-03-01,M026,SaaS,73,54,892068.25,605986.72,286081.53,59956.55
S005572,2025-04-01,M026,SaaS,63,48,743481.16,486388.42,257092.74,46051.39
S005573,2025-05-01,M026,SaaS,57,43,784507.66,537615.23,246892.43,29660.94
S005574,2025-06-01,M026,SaaS,66,42,788748.41,537210.29,251538.12,49759.86
S005575,2025-07-01,M026,SaaS,66,47,745621.17,490079.53,255541.64,36022.78
S005576,2025-08-01,M026,SaaS,54,40,617412.65,406197.79,211214.86,53024.04
S005577,2025-09-01,M026,SaaS,67,51,742276.05,515350.59,226925.46,24595.91
S005578,2025-10-01,M026,SaaS,66,49,834096.75,545654.56,288442.19,42613.75
S005579,2025-11-01,M026,SaaS,66,48,859628.6,590295.6,269333.0,58515.69
S005580,2025-12-01,M026,SaaS,67,45,873052.01,606274.01,266778.0,64342.69
S005581,2023-01-01,M026,IT Services,47,29,820962.49,565561.12,255401.37,42728.11
S005582,2023-02-01,M026,IT Services,48,26,760928.66,500916.66,260012.0,53760.46
S005583,2023-03-01,M026,IT Services,51,29,790065.51,534982.17,255083.34,44311.27
S005584,2023-04-01,M026,IT Services,43,32,677234.38,449985.72,227248.66,26972.15
S005585,2023-05-01,M026,IT Services,41,26,632300.65,417471.48,214829.17,37650.73
S005586,2023-06-01,M026,IT Services,49,32,741400.84,491425.03,249975.81,27464.49
S005587,2023-07-01,M026,IT Services,43,28,720879.94,465854.44,255025.5,20299.4
S005588,2023-08-01,M026,IT Services,51,28,877431.45,581488.46,295942.99,60111.69
S005589,2023-09-01,M026,IT Services,42,28,673740.22,448614.95,225125.27,37606.5
S005590,2023-10-01,M026,IT Services,53,42,831359.49,543494.91,287864.58,26284.38
S005591,2023-11-01,M026,IT Services,49,37,786361.78,527180.72,259181.06,27267.19
S005592,2023-12-01,M026,IT Services,58,38,996311.63,676944.0,319367.63,68269.86
S005593,2024-01-01,M026,IT Services,55,30,959059.11,665093.09,293966.02,29103.39
S005594,2024-02-01,M026,IT Services,55,33,868156.38,606379.74,261776.64,47465.41
S005595,2024-03-01,M026,IT Services,61,33,1086181.18,714914.03,371267.15,84544.44
S005596,2024-04-01,M026,IT Services,55,37,986561.57,660459.74,326101.83,74404.44
S005597,2024-05-01,M026,IT Services,56,40,837963.02,539861.25,298101.77,61262.41
S005598,2024-06-01,M026,IT Services,47,37,724812.34,495866.33,228946.01,28704.64
S005599,2024-07-01,M026,IT Services,48,26,724704.95,474880.6,249824.35,37609.8
S005600,2024-08-01,M026,IT Services,45,32,813393.16,554190.44,259202.72,72446.22
S005601,2024-09-01,M026,IT Services,57,32,918789.86,613641.99,305147.87,50471.47
S005602,2024-10-01,M026,IT Services,56,42,883486.71,573421.23,310065.48,69135.12
S005603,2024-11-01,M026,IT Services,51,33,926718.87,617260.98,309457.89,78181.53
S005604,2024-12-01,M026,IT Services,57,40,955247.1,642791.02,312456.08,49932.38
S005605,2025-01-01,M026,IT Services,52,32,817313.0,536058.39,281254.61,42201.41
S005606,2025-02-01,M026,IT Services,49,27,760016.44,491983.57,268032.87,47673.07
S005607,2025-03-01,M026,IT Services,66,48,1103848.59,752731.18,351117.41,38537.58
S005608,2025-04-01,M026,IT Services,61,47,1047066.42,731013.25,316053.17,52821.88
S005609,2025-05-01,M026,IT Services,57,36,1046758.57,732387.95,314370.62,63538.12
S005610,2025-06-01,M026,IT Services,50,38,823186.5,528512.83,294673.67,25291.08
S005611,2025-07-01,M026,IT Services,51,40,792813.92,521732.1,271081.82,49378.83
S005612,2025-08-01,M026,IT Services,53,39,837288.2,542168.98,295119.22,68738.08
S005613,2025-09-01,M026,IT Services,63,41,1109635.99,719672.38,389963.61,32470.06
S005614,2025-10-01,M026,IT Services,67,51,981443.46,683981.3,297462.16,51597.8
S005615,2025-11-01,M026,IT Services,63,39,970785.44,623453.32,347332.12,40894.43
S005616,2025-12-01,M026,IT Services,55,35,820890.33,532127.53,288762.8,52944.63
S005617,2023-01-01,M027,Software,57,34,1036258.11,712853.6,323404.51,79366.84
S005618,2023-02-01,M027,Software,69,50,1399870.55,911937.76,487932.79,68551.59
S005619,2023-03-01,M027,Software,70,43,1277819.0,894294.75,383524.25,62978.44
S005620,2023-04-01,M027,Software,69,51,1150445.92,787977.92,362468.0,39896.87
S005621,2023-05-01,M027,Software,66,44,1320888.47,899334.89,421553.58,71564.29
S005622,2023-06-01,M027,Software,67,37,1204520.49,785412.95,419107.54,82855.13
S005623,2023-07-01,M027,Software,59,41,1091379.45,740190.97,351188.48,50606.86
S005624,2023-08-01,M027,Software,60,37,1197012.79,780684.91,416327.88,101873.52
S005625,2023-09-01,M027,Software,57,43,1097989.8,722434.73,375555.07,32682.42
S005626,2023-10-01,M027,Software,77,59,1428727.46,971274.17,457453.29,71858.4
S005627,2023-11-01,M027,Software,59,46,1177275.08,805500.05,371775.03,55694.45
S005628,2023-12-01,M027,Software,77,54,1511148.82,994239.49,516909.33,83272.02
S005629,2024-01-01,M027,Software,57,41,1060015.92,704479.7,355536.22,86751.68
S005630,2024-02-01,M027,Software,61,34,1009952.06,667187.62,342764.44,67884.76
S005631,2024-03-01,M027,Software,76,52,1527730.32,1031242.86,496487.46,115323.56
S005632,2024-04-01,M027,Software,69,40,1349368.46,947901.45,401467.01,46632.77
S005633,2024-05-01,M027,Software,63,40,1144341.74,760962.99,383378.75,85980.53
S005634,2024-06-01,M027,Software,73,53,1361678.51,892677.0,469001.51,117283.92
S005635,2024-07-01,M027,Software,69,51,1175600.38,771242.65,404357.73,61594.16
S005636,2024-08-01,M027,Software,63,35,1089547.46,705784.36,383763.1,97597.19
S005637,2024-09-01,M027,Software,65,44,1296114.84,873137.99,422976.85,33179.96
S005638,2024-10-01,M027,Software,76,49,1458916.62,964421.73,494494.89,51836.03
S005639,2024-11-01,M027,Software,74,47,1488538.65,1031266.64,457272.01,129379.37
S005640,2024-12-01,M027,Software,76,50,1348206.11,907230.77,440975.34,45166.86
S005641,2025-01-01,M027,Software,69,52,1382150.22,932363.94,449786.28,89980.97
S005642,2025-02-01,M027,Software,72,40,1273511.7,850424.9,423086.8,57246.52
S005643,2025-03-01,M027,Software,74,44,1512325.59,1049488.85,462836.74,53602.63
S005644,2025-04-01,M027,Software,70,52,1187617.81,793404.06,394213.75,100606.36
S005645,2025-05-01,M027,Software,66,51,1161915.22,763602.57,398312.65,43943.82
S005646,2025-06-01,M027,Software,73,57,1291355.63,862193.05,429162.58,107927.53
S005647,2025-07-01,M027,Software,68,49,1315909.52,869521.3,446388.22,79637.93
S005648,2025-08-01,M027,Software,67,52,1223533.24,794954.81,428578.43,33400.36
S005649,2025-09-01,M027,Software,66,52,1228818.8,865899.97,362918.83,55515.52
S005650,2025-10-01,M027,Software,75,53,1506676.57,1011558.32,495118.25,98151.91
S005651,2025-11-01,M027,Software,68,44,1342351.87,939411.68,402940.19,62564.27
S005652,2025-12-01,M027,Software,63,49,1099565.38,756140.54,343424.84,91092.81
S005653,2023-01-01,M027,Business Services,79,58,676734.97,467015.16,209719.81,43075.52
S005654,2023-02-01,M027,Business Services,70,50,611639.2,418078.18,193561.02,27314.25
S005655,2023-03-01,M027,Business Services,87,62,710378.2,487997.24,222380.96,35253.83
S005656,2023-04-01,M027,Business Services,73,52,634295.79,422547.02,211748.77,49996.06
S005657,2023-05-01,M027,Business Services,86,53,727494.18,482965.35,244528.83,39410.75
S005658,2023-06-01,M027,Business Services,70,48,617877.37,402206.91,215670.46,17927.18
S005659,2023-07-01,M027,Business Services,87,52,891683.38,608088.15,283595.23,19639.78
S005660,2023-08-01,M027,Business Services,73,53,674173.08,440145.39,234027.69,49312.04
S005661,2023-09-01,M027,Business Services,74,44,658649.64,448134.3,210515.34,15632.31
S005662,2023-10-01,M027,Business Services,100,68,1034597.61,672169.23,362428.38,69479.54
S005663,2023-11-01,M027,Business Services,102,65,876336.49,591371.19,284965.3,68914.54
S005664,2023-12-01,M027,Business Services,82,53,668106.94,458022.9,210084.04,34400.58
S005665,2024-01-01,M027,Business Services,75,55,619460.62,412886.74,206573.88,28909.0
S005666,2024-02-01,M027,Business Services,86,61,767825.59,529193.27,238632.32,46603.65
S005667,2024-03-01,M027,Business Services,102,65,939719.29,640419.41,299299.88,59026.0
S005668,2024-04-01,M027,Business Services,81,51,818490.64,545812.62,272678.02,53527.39
S005669,2024-05-01,M027,Business Services,89,57,833669.79,571307.63,262362.16,42531.94
S005670,2024-06-01,M027,Business Services,80,51,808216.49,563965.76,244250.73,66944.53
S005671,2024-07-01,M027,Business Services,87,61,889108.2,612400.59,276707.61,25934.13
S005672,2024-08-01,M027,Business Services,94,72,791731.68,556889.59,234842.09,68063.82
S005673,2024-09-01,M027,Business Services,96,71,916971.35,621190.71,295780.64,68074.98
S005674,2024-10-01,M027,Business Services,81,57,673647.16,438831.32,234815.84,43140.81
S005675,2024-11-01,M027,Business Services,84,52,851951.06,576673.37,275277.69,59412.75
S005676,2024-12-01,M027,Business Services,88,49,753292.88,523364.93,229927.95,50121.68
S005677,2025-01-01,M027,Business Services,86,55,817142.98,541867.63,275275.35,27924.79
S005678,2025-02-01,M027,Business Services,87,64,732397.95,515948.2,216449.75,24314.66
S005679,2025-03-01,M027,Business Services,101,72,873088.23,603137.84,269950.39,23057.68
S005680,2025-04-01,M027,Business Services,79,63,795973.98,528959.62,267014.36,56971.78
S005681,2025-05-01,M027,Business Services,79,47,777283.64,514105.58,263178.06,50584.84
S005682,2025-06-01,M027,Business Services,96,53,831711.13,547234.02,284477.11,58351.58
S005683,2025-07-01,M027,Business Services,97,75,864640.46,602850.83,261789.63,27265.24
S005684,2025-08-01,M027,Business Services,88,55,825300.25,569328.53,255971.72,32815.52
S005685,2025-09-01,M027,Business Services,97,68,840891.2,551269.54,289621.66,70435.39
S005686,2025-10-01,M027,Business Services,89,52,781472.97,506308.26,275164.71,45917.92
S005687,2025-11-01,M027,Business Services,99,78,976030.02,643825.3,332204.72,40195.18
S005688,2025-12-01,M027,Business Services,110,87,955841.56,647621.24,308220.32,43665.03
S005689,2023-01-01,M027,Consulting,47,34,1240627.49,854685.98,385941.51,102320.21
S005690,2023-02-01,M027,Consulting,51,33,1206672.59,798519.2,408153.39,93344.64
S005691,2023-03-01,M027,Consulting,49,28,1110437.97,729919.14,380518.83,28917.88
S005692,2023-04-01,M027,Consulting,55,33,1266231.66,836760.45,429471.21,33502.83
S005693,2023-05-01,M027,Consulting,54,33,1226599.81,839588.12,387011.69,106168.54
S005694,2023-06-01,M027,Consulting,45,30,1161082.07,756577.5,404504.57,54093.92
S005695,2023-07-01,M027,Consulting,51,38,1197793.42,783861.21,413932.21,71938.92
S005696,2023-08-01,M027,Consulting,55,42,1249909.49,820746.55,429162.94,83680.29
S005697,2023-09-01,M027,Consulting,48,31,1248476.36,869436.99,379039.37,43050.96
S005698,2023-10-01,M027,Consulting,56,32,1526131.37,1068688.89,457442.48,97401.48
S005699,2023-11-01,M027,Consulting,57,45,1629415.98,1124446.1,504969.88,111947.53
S005700,2023-12-01,M027,Consulting,50,33,1128545.37,774985.28,353560.09,77141.4
S005701,2024-01-01,M027,Consulting,60,34,1393181.81,944257.75,448924.06,102247.01
S005702,2024-02-01,M027,Consulting,50,31,1395877.43,913072.56,482804.87,98482.49
S005703,2024-03-01,M027,Consulting,63,35,1766895.72,1170287.34,596608.38,153168.62
S005704,2024-04-01,M027,Consulting,50,32,1133692.48,767493.44,366199.04,42997.7
S005705,2024-05-01,M027,Consulting,54,40,1331418.05,927975.19,403442.86,72848.81
S005706,2024-06-01,M027,Consulting,52,37,1286384.44,899156.74,387227.7,67079.96
S005707,2024-07-01,M027,Consulting,50,37,1361219.57,898320.59,462898.98,64802.46
S005708,2024-08-01,M027,Consulting,60,42,1709880.38,1158665.75,551214.63,43393.43
S005709,2024-09-01,M027,Consulting,57,43,1547675.82,1073391.16,474284.66,65129.3
S005710,2024-10-01,M027,Consulting,66,48,1887828.42,1332170.04,555658.38,163839.8
S005711,2024-11-01,M027,Consulting,64,44,1591646.28,1104107.78,487538.5,38565.41
S005712,2024-12-01,M027,Consulting,58,38,1309953.3,894735.41,415217.89,51959.92
S005713,2025-01-01,M027,Consulting,62,47,1770041.13,1188109.64,581931.49,110312.01
S005714,2025-02-01,M027,Consulting,62,36,1691773.82,1117403.08,574370.74,88454.19
S005715,2025-03-01,M027,Consulting,52,30,1391385.85,944437.79,446948.06,28694.8
S005716,2025-04-01,M027,Consulting,48,32,1353921.45,898815.51,455105.94,31680.32
S005717,2025-05-01,M027,Consulting,55,33,1311819.66,866233.29,445586.37,29048.22
S005718,2025-06-01,M027,Consulting,61,38,1576284.51,1066916.38,509368.13,63007.23
S005719,2025-07-01,M027,Consulting,60,43,1557022.28,1066222.5,490799.78,102103.83
S005720,2025-08-01,M027,Consulting,52,32,1407967.74,982541.52,425426.22,76737.23
S005721,2025-09-01,M027,Consulting,51,38,1251100.92,850628.97,400471.95,85664.96
S005722,2025-10-01,M027,Consulting,65,44,1599676.41,1061962.56,537713.85,67419.24
S005723,2025-11-01,M027,Consulting,69,41,1884258.89,1320959.55,563299.34,163623.53
S005724,2025-12-01,M027,Consulting,67,52,1892472.75,1284161.64,608311.11,59719.86
S005725,2023-01-01,M027,Digital Solutions,79,54,1246704.12,848093.23,398610.89,67612.17
S005726,2023-02-01,M027,Digital Solutions,78,53,1156129.31,758562.12,397567.19,42587.69
S005727,2023-03-01,M027,Digital Solutions,75,46,1006788.74,667219.2,339569.54,45795.25
S005728,2023-04-01,M027,Digital Solutions,77,50,1185682.3,804409.13,381273.17,84970.5
S005729,2023-05-01,M027,Digital Solutions,92,56,1285712.13,870254.35,415457.78,33664.52
S005730,2023-06-01,M027,Digital Solutions,70,42,994055.27,664140.68,329914.59,31616.91
S005731,2023-07-01,M027,Digital Solutions,81,52,1055138.32,705783.09,349355.23,43401.72
S005732,2023-08-01,M027,Digital Solutions,83,47,1271301.45,842343.59,428957.86,32498.26
S005733,2023-09-01,M027,Digital Solutions,81,55,1220958.98,842559.81,378399.17,84506.63
S005734,2023-10-01,M027,Digital Solutions,100,56,1448655.23,948138.71,500516.52,60096.16
S005735,2023-11-01,M027,Digital Solutions,101,77,1582778.8,1031920.62,550858.18,88869.53
S005736,2023-12-01,M027,Digital Solutions,81,59,1026875.35,685306.68,341568.67,44961.7
S005737,2024-01-01,M027,Digital Solutions,87,56,1202968.1,797438.25,405529.85,86500.98
S005738,2024-02-01,M027,Digital Solutions,84,51,1207327.81,800131.49,407196.32,95922.86
S005739,2024-03-01,M027,Digital Solutions,98,74,1314195.62,886457.3,427738.32,117232.43
S005740,2024-04-01,M027,Digital Solutions,92,55,1441685.77,991879.11,449806.66,92602.12
S005741,2024-05-01,M027,Digital Solutions,80,63,1245327.89,832688.92,412638.97,60671.13
S005742,2024-06-01,M027,Digital Solutions,83,45,1334114.34,931843.66,402270.68,35340.83
S005743,2024-07-01,M027,Digital Solutions,97,68,1268937.88,859315.32,409622.56,38688.02
S005744,2024-08-01,M027,Digital Solutions,78,53,1201162.27,811618.85,389543.42,46477.65
S005745,2024-09-01,M027,Digital Solutions,76,43,1185625.99,836286.41,349339.58,60646.49
S005746,2024-10-01,M027,Digital Solutions,103,61,1585422.23,1048448.03,536974.2,72510.13
S005747,2024-11-01,M027,Digital Solutions,101,56,1477958.69,1031118.46,446840.23,94838.63
S005748,2024-12-01,M027,Digital Solutions,80,59,1062230.03,689560.01,372670.02,74493.68
S005749,2025-01-01,M027,Digital Solutions,89,57,1407581.79,941732.29,465849.5,81712.52
S005750,2025-02-01,M027,Digital Solutions,76,49,1141984.12,757109.55,384874.57,94112.36
S005751,2025-03-01,M027,Digital Solutions,102,56,1383408.75,939419.5,443989.25,52059.65
S005752,2025-04-01,M027,Digital Solutions,81,62,1293102.44,900228.33,392874.11,28932.95
S005753,2025-05-01,M027,Digital Solutions,93,55,1330323.12,906781.16,423541.96,92958.95
S005754,2025-06-01,M027,Digital Solutions,90,69,1173095.78,816566.24,356529.54,72232.49
S005755,2025-07-01,M027,Digital Solutions,84,52,1278560.9,860554.34,418006.56,55043.6
S005756,2025-08-01,M027,Digital Solutions,79,45,1200529.48,827407.27,373122.21,94817.65
S005757,2025-09-01,M027,Digital Solutions,94,60,1327555.54,897266.96,430288.58,42214.84
S005758,2025-10-01,M027,Digital Solutions,82,45,1152278.03,810297.01,341981.02,94751.31
S005759,2025-11-01,M027,Digital Solutions,108,78,1386064.35,979905.23,406159.12,47581.59
S005760,2025-12-01,M027,Digital Solutions,91,63,1396035.16,962185.21,433849.95,59086.76
S005761,2023-01-01,M027,SaaS,53,30,637478.59,420845.21,216633.38,22921.63
S005762,2023-02-01,M027,SaaS,51,31,662839.29,453224.56,209614.73,46591.13
S005763,2023-03-01,M027,SaaS,65,46,711005.66,464165.72,246839.94,14855.14
S005764,2023-04-01,M027,SaaS,58,45,648228.29,447359.31,200868.98,25845.44
S005765,2023-05-01,M027,SaaS,60,39,819366.98,566723.38,252643.6,30118.73
S005766,2023-06-01,M027,SaaS,64,49,840611.71,591617.98,248993.73,34567.21
S005767,2023-07-01,M027,SaaS,54,39,721416.35,474564.85,246851.5,50061.23
S005768,2023-08-01,M027,SaaS,60,46,692140.22,477727.62,214412.6,51336.59
S005769,2023-09-01,M027,SaaS,63,48,848976.21,559916.44,289059.77,29653.65
S005770,2023-10-01,M027,SaaS,56,38,684074.49,457613.0,226461.49,33093.36
S005771,2023-11-01,M027,SaaS,63,50,703967.23,464538.91,239428.32,59331.26
S005772,2023-12-01,M027,SaaS,62,39,720548.91,486212.48,234336.43,50271.45
S005773,2024-01-01,M027,SaaS,51,29,630000.84,412772.57,217228.27,44738.37
S005774,2024-02-01,M027,SaaS,67,50,897526.24,632763.21,264763.03,78250.84
S005775,2024-03-01,M027,SaaS,67,45,843098.03,549513.64,293584.39,59444.57
S005776,2024-04-01,M027,SaaS,50,36,558123.18,394442.8,163680.38,15821.8
S005777,2024-05-01,M027,SaaS,56,36,647569.2,446922.37,200646.83,16656.01
S005778,2024-06-01,M027,SaaS,52,36,640354.62,416884.33,223470.29,38651.4
S005779,2024-07-01,M027,SaaS,57,35,740678.72,492935.33,247743.39,62425.8
S005780,2024-08-01,M027,SaaS,55,40,720986.94,489096.5,231890.44,42007.16
S005781,2024-09-01,M027,SaaS,63,39,814674.73,539209.19,275465.54,73320.09
S005782,2024-10-01,M027,SaaS,68,53,848551.84,592057.48,256494.36,60213.77
S005783,2024-11-01,M027,SaaS,64,36,798780.96,559658.98,239121.98,51342.93
S005784,2024-12-01,M027,SaaS,62,36,842844.39,553588.16,289256.23,61163.11
S005785,2025-01-01,M027,SaaS,65,44,708004.88,499522.03,208482.85,51575.76
S005786,2025-02-01,M027,SaaS,59,40,740843.4,506937.12,233906.28,49346.91
S005787,2025-03-01,M027,SaaS,64,35,795099.38,531949.43,263149.95,55915.14
S005788,2025-04-01,M027,SaaS,56,44,744062.72,510572.29,233490.43,33684.09
S005789,2025-05-01,M027,SaaS,53,33,692918.92,476394.36,216524.56,20338.42
S005790,2025-06-01,M027,SaaS,54,39,717515.59,472652.43,244863.16,64226.03
S005791,2025-07-01,M027,SaaS,61,46,795915.17,555522.4,240392.77,17098.05
S005792,2025-08-01,M027,SaaS,54,33,667470.31,434554.04,232916.27,42855.57
S005793,2025-09-01,M027,SaaS,67,43,867032.45,601046.67,265985.78,62948.47
S005794,2025-10-01,M027,SaaS,76,46,829141.26,576612.12,252529.14,62694.08
S005795,2025-11-01,M027,SaaS,72,49,969689.22,657731.45,311957.77,37921.99
S005796,2025-12-01,M027,SaaS,63,37,811801.19,546757.55,265043.64,57294.93
S005797,2023-01-01,M027,IT Services,79,61,1193216.76,801830.63,391386.13,28814.47
S005798,2023-02-01,M027,IT Services,71,44,1267628.88,882427.45,385201.43,60399.64
S005799,2023-03-01,M027,IT Services,76,49,1214530.84,835620.18,378910.66,31926.2
S005800,2023-04-01,M027,IT Services,74,43,1096077.01,775229.12,320847.89,42748.36
S005801,2023-05-01,M027,IT Services,72,45,1284222.11,893546.23,390675.88,43108.98
S005802,2023-06-01,M027,IT Services,69,40,1034769.66,681451.86,353317.8,91316.15
S005803,2023-07-01,M027,IT Services,71,56,1086518.14,717539.19,368978.95,86009.83
S005804,2023-08-01,M027,IT Services,71,55,1095015.72,720202.6,374813.12,92910.29
S005805,2023-09-01,M027,IT Services,83,50,1198556.22,841423.9,357132.32,87645.09
S005806,2023-10-01,M027,IT Services,91,60,1592600.25,1055694.29,536905.96,116644.99
S005807,2023-11-01,M027,IT Services,85,51,1253424.07,850193.07,403231.0,37934.44
S005808,2023-12-01,M027,IT Services,71,47,1233875.39,826062.0,407813.39,35486.39
S005809,2024-01-01,M027,IT Services,79,47,1377777.8,939486.5,438291.3,122403.31
S005810,2024-02-01,M027,IT Services,65,48,1154546.21,808395.31,346150.9,55373.0
S005811,2024-03-01,M027,IT Services,91,59,1649176.11,1086885.15,562290.96,89846.6
S005812,2024-04-01,M027,IT Services,69,55,1029347.1,699304.88,330042.22,46162.79
S005813,2024-05-01,M027,IT Services,73,54,1276267.21,843935.1,432332.11,38016.04
S005814,2024-06-01,M027,IT Services,82,62,1252670.09,861649.33,391020.76,41384.08
S005815,2024-07-01,M027,IT Services,81,48,1177851.8,819778.71,358073.09,82711.41
S005816,2024-08-01,M027,IT Services,83,60,1432374.45,931891.93,500482.52,83113.93
S005817,2024-09-01,M027,IT Services,78,45,1187976.29,835784.49,352191.8,26589.35
S005818,2024-10-01,M027,IT Services,88,48,1336724.81,884100.83,452623.98,98003.89
S005819,2024-11-01,M027,IT Services,87,61,1439817.34,1002173.15,437644.19,50016.3
S005820,2024-12-01,M027,IT Services,77,50,1344741.42,877241.22,467500.2,60786.77
S005821,2025-01-01,M027,IT Services,77,52,1392751.52,924178.28,468573.24,49217.66
S005822,2025-02-01,M027,IT Services,68,46,1172555.03,803174.36,369380.67,85235.22
S005823,2025-03-01,M027,IT Services,88,50,1601416.1,1091656.55,509759.55,75258.5
S005824,2025-04-01,M027,IT Services,66,52,1116148.07,742403.15,373744.92,88276.75
S005825,2025-05-01,M027,IT Services,74,46,1311871.63,860646.52,451225.11,59999.02
S005826,2025-06-01,M027,IT Services,82,56,1253766.18,858382.79,395383.39,38884.23
S005827,2025-07-01,M027,IT Services,73,46,1259480.23,862938.34,396541.89,64889.88
S005828,2025-08-01,M027,IT Services,82,65,1378431.41,935601.61,442829.8,62561.72
S005829,2025-09-01,M027,IT Services,72,52,1075042.51,759971.94,315070.57,37558.68
S005830,2025-10-01,M027,IT Services,93,52,1563601.66,1069842.13,493759.53,97730.13
S005831,2025-11-01,M027,IT Services,96,69,1581266.54,1044365.78,536900.76,55005.75
S005832,2025-12-01,M027,IT Services,91,50,1370453.03,936062.96,434390.07,63300.08
S005833,2023-01-01,M028,Software,9,7,178113.65,129766.95,48346.7,12052.14
S005834,2023-02-01,M028,Software,9,5,146273.17,103554.78,42718.39,11904.67
S005835,2023-03-01,M028,Software,10,6,190705.34,138803.89,51901.45,9197.54
S005836,2023-04-01,M028,Software,9,7,165815.6,117739.34,48076.26,13424.15
S005837,2023-05-01,M028,Software,10,6,185935.15,129521.83,56413.32,11001.03
S005838,2023-06-01,M028,Software,9,6,181868.39,124008.45,57859.94,10355.88
S005839,2023-07-01,M028,Software,8,4,146509.3,101374.73,45134.57,3988.19
S005840,2023-08-01,M028,Software,9,6,155601.54,112409.71,43191.83,6324.73
S005841,2023-09-01,M028,Software,10,7,172253.35,123681.88,48571.47,10861.62
S005842,2023-10-01,M028,Software,12,7,205257.38,146876.63,58380.75,8708.45
S005843,2023-11-01,M028,Software,11,7,199756.25,144134.39,55621.86,9140.86
S005844,2023-12-01,M028,Software,9,5,165669.31,113264.58,52404.73,5048.47
S005845,2024-01-01,M028,Software,11,6,185450.33,135415.81,50034.52,9781.02
S005846,2024-02-01,M028,Software,9,6,154768.62,112419.95,42348.67,4912.69
S005847,2024-03-01,M028,Software,12,8,219305.03,158993.73,60311.3,17079.05
S005848,2024-04-01,M028,Software,9,6,157345.78,112045.86,45299.92,6097.64
S005849,2024-05-01,M028,Software,10,7,181173.8,127779.38,53394.42,13730.51
S005850,2024-06-01,M028,Software,11,6,178713.64,127730.74,50982.9,8963.45
S005851,2024-07-01,M028,Software,12,8,234780.65,163001.72,71778.93,18810.63
S005852,2024-08-01,M028,Software,10,6,203578.86,144263.4,59315.46,15027.29
S005853,2024-09-01,M028,Software,13,9,222165.58,157724.61,64440.97,10001.51
S005854,2024-10-01,M028,Software,12,9,199333.75,147766.74,51567.01,15079.03
S005855,2024-11-01,M028,Software,14,9,228262.16,158338.53,69923.63,6110.79
S005856,2024-12-01,M028,Software,12,9,236042.83,170237.86,65804.97,10764.09
S005857,2025-01-01,M028,Software,14,8,244790.54,177931.79,66858.75,18854.42
S005858,2025-02-01,M028,Software,13,8,266839.92,195306.41,71533.51,10098.8
S005859,2025-03-01,M028,Software,13,7,266783.49,185635.57,81147.92,13561.56
S005860,2025-04-01,M028,Software,13,7,255703.08,188021.44,67681.64,17850.06
S005861,2025-05-01,M028,Software,11,8,179684.72,126085.72,53599.0,9087.02
S005862,2025-06-01,M028,Software,15,8,255918.32,182812.49,73105.83,21132.46
S005863,2025-07-01,M028,Software,14,9,264185.15,194741.91,69443.24,15265.2
S005864,2025-08-01,M028,Software,12,7,207657.63,144870.56,62787.07,4783.96
S005865,2025-09-01,M028,Software,15,10,284780.45,202764.2,82016.25,13571.21
